id;nama_pengguna;tanggal;skor;ulasan;label
289;arista purba atkinson;17/01/2022 15:51;2;Udah download ..update ..regristrasi bamyak sekali...tapi ga bisa diproses suruh ke samsat terdekat. Apa guna aplikasi ini;-1
290;purwadi adi;17/01/2022 14:13;2;Blm sempurna susah daftarnya knp ya?? Mau foto KTP kok malah keluar aplikasi・EE・EE､｣・EE・EE､｣・EE・EE､｣;-1
291;Tegar Dwi Kurnianto;17/01/2022 8:07;2;Tidak bisa memilih Samsat pada saat pendaftaran pengesahan STNK!;-1
292;m baihaqi;17/01/2022 6:08;2;Kenapa masih tidak bisa membayarkan pajak yang bukan atas nama kita, sementara sy beli kendaraan second. Pakai calo di samsat saja bisa. Jadi apa tetap pembayaran harus offline dan menggunakan calo?;-1
293;stevia dyano shabrina;16/01/2022 14:56;2;Kenapa saya nggak bisa menerima kode otp;-1
294;Wisnu Nugraha79;16/01/2022 11:25;2;Min knpa pas mau verifikasi KTP susah banget,padahal foto nya udah jelas dan sesuai intruksi;-1
295;Syafi'il Anam;14/01/2022 9:23;2;Untuk kendaraan atas nama orang lain apa bs? (beli kendaraan second). Klo bs ksh B5;-1
296;Sity Jeasunn;12/01/2022 18:23;2;Saya kasih bintang 2 aja dulu soalnya pas mau verifikasi wajah aja lamanya minta ampun, setelah itu masa dibilang foto di KTP sama foto selfie nya ga sama. Sampe skarang masih ga bisa2. Tolong dong aplikasinya di perbarui, kan katanya biar mempermudah ・EE・EE､・EE・EE・EE､・EE;-1
297;Desi Purwanti;12/01/2022 12:54;2;"Bagus sih, tapi kenapa waktu mau klik jenis pengiriman selalu ada kalimat ini ""sistem pengiriman belum dapat melayani saat ini. Silahkan coba beberapa saat lagi."" udah berhari hari seperti ini. Padahal lagi perlu banget, udah mepet tempo pajak. Gimana solusinya?";-1
298;Hendri Stiawan;12/01/2022 10:45;2;Udah bikin akun,daftar data kendaraan giliran mau melakukan transsaksi tidak bisa,, gimana yaa solusinya. Padahal jika memangbisa sang at membantu selali;-1
299;anti pw;12/01/2022 3:03;2;Tidak membantu, daftar tidak bisa karena foto beda dengan KTP.ya jelas beda foto KTP jaman masih gadis baru lulus sekolah sekarang sudah emak2 anak 2 udah pd sekolah...gimana mau sama fotonya????;-1
300;Aan Febriyanto;10/01/2022 1:12;2;Susah banget dah 5 kali salah terus padahal sudah sangat berharap... karna mudah bagi kita yg lagi jauh dari rumah;-1
301;Good Nawaitu;09/01/2022 16:17;2;Cara bayar tidak tersedia bank Syariah. Kami di Aceh semua bank non syariah tidak tersedia. Mohon penambahan bank syariah yg tersedia di Aceh.;-1
302;abdul kodir;21/03/2022 21:51;3;Apakah bisa balik nama kendaraan di aplikasi ini?...;0
303;Suherdy Tjandinegara;21/03/2022 18:36;3;Saat proses pembayaran selalu gagal, sudah coba melalui mobile banking BSI & INDOMARET tp tetep saja gagal;-1
304;ari santoso;20/03/2022 12:12;3;Saya mau transaksi pendaftaran pengesahan STNK tidak bisa dilakukan, apakah ada bug sistem nya ya? (Pengirim/samsat tidak muncul), kode pos samsat, dan jasa pengiriman juga tidak muncul);-1
305;miracle yoel theofano;19/03/2022 15:30;3;Jujur aplikasi inu sangat membantu cuman untuk beberapa hal seperti notifikasi maintenance di merchant atau aplikasi nya tidak ada. Bisa dioptimalkan kembali untuk dibagian tersebut. Terimakasih ・・・・;1
306;yani adellia26;18/03/2022 17:44;3;Aplikasi ya kok GK bisa buat daftar akun ya .. daftar ya harus pakek nmer tlvon trus saya masukin nmer yang saya pakek biasa kok GK bisa ya gimana nihh ・・･ｲ・・･ｲ;-1
307;Alwi Amir Faqih;18/03/2022 15:19;3;Verifikasinya susah amat ya foto udah terang cahaya masih juga gabisa verifikasi :(;-1
308;MR SRYD;18/03/2022 9:46;3;Aplikasi sdh bagus, trus tingkatkan aplikasi ini;1
309;Darul Iman;17/03/2022 22:33;3;Di coba;0
310;Khaerul Aziz;17/03/2022 13:54;3;Untuk mendapatkan OTP nya susah sekali. Sudah 2x meminta tapi tidak dapat-dapat.;-1
311;Tude K. Wiratma;16/03/2022 18:23;3;ada biaya tambahan 10.000 dengan melakukan pembayaran secara online melalui mandiri.;-1
312;Kira Lucy;16/03/2022 13:00;3;Ini untuk motor yg bukan pake data pribadi bisa di perpanjang gk STNK nya. Soalnya saya punya motor bekas beli dari orang, surat lengkap semua;0
313;Zaenal Arifin;15/03/2022 14:12;3;Mohon untuk di perbaiki lagi aplikasinya, kemarin pengiriman alamat tujuan tidak di tulis lengkap melainkan singkat. Jadi untuk penerimaan paket lama sampai 4 hari itu juga saya datang ke pos Indonesia nya untuk mengambil paket dan ternyata saya cek alamat tujuan tidak di tulis lengkap. Terimakasih.;-1
314;Muhammad bin Salim Alhasni;14/03/2022 20:10;3;Tidak naik rating sblum adil pelayanan samsat bitung;-1
315;aji flaminggo;14/03/2022 17:32;3;Verifikasi wajah gagal truus..;-1
316;Iron Maiden;14/03/2022 14:59;3;Mohon bantu tuk bs proses pengesahan stnk min... Sy mw bayar pajak..knp susah yaa..??;-1
317;Amri simbolon;14/03/2022 11:23;3;Pengiriman STNK nya berapa lama? Tolong dong dipercepat Terimakasih;-1
318;Survival Yt. Ch.;14/03/2022 10:29;3;Pajak yg lewat tanggal jatuh tempo TIDAK bisa dibayarkan online ???;0
319;Deni Rahman, SE;14/03/2022 8:39;3;S3mentara bintang 3 dulu krn baru mencoba..;0
320;Daimfauzi Fauzi;12/03/2022 18:47;3;Daftar Akun'a Susah Pas Di Gmail'a Gak bisa di terima , Respon Salah format trus ・・､ｦ Padahal Saya daftar Akun apa aja pake Gmail itu trus;-1
321;Ki Demang;11/03/2022 17:46;3;Tidak adanya pilihan jasa pengiriman selain melalui Pos, sehingga terpaksa walaupun menurut saya agak mahal biayanya.;-1
322;Ferry;11/03/2022 15:02;3;Aplikasi dan pelayanan bagus, tidak perlu repot harus keluar untuk membayar pajak tahunan kendaraan, cuman pengisian alamat rumah tidak lengkap dan no telp juga salah, tolong lebih teliti karena yang dikirim dokumen penting.. Di aplikasi ini tidak ada komplen kalau dokumen belum diterima!!!;-1
323;Iman Firmansyah;11/03/2022 13:48;3;Pengiriman berkas via ekspesidi atau bukan;0
324;Mouslem Adipradana;11/03/2022 11:11;3;Pengiriman kurang baik;-1
325;bagoes dewee;10/03/2022 17:52;3;Ini tahun kedua, masih ada kendala pembayaran melalui BSI, blibli,, bukalapak masih gagal;-1
326;Lilia;10/03/2022 10:35;3;Jarak dari transaksi ke pengiriman lamaaa sekaliiii. Bahkan ketika barang sudah diterima tapi status di aplikasi blm berubah ke pengiriman. Ongkir sesama sidoarjo lumayan mahal.;-1
327;zubaidil unsori;09/03/2022 17:41;3;Saya pake jalur expres tapi nyampe rumah 10 hari.yang lambat prosesnya.;-1
328;Bobing Adjah;09/03/2022 0:31;3;Susah amat ya daftarnya, terlebih verifikasi foto gagal terus sampek mengulang ulang tiga kali tetep gagal;-1
329;dede Haryani;08/03/2022 22:17;3;harus nya jangan terlalu di persulit yang penting ada stnk asli ktp asli sudah cukup.. kan kita niat untuk bayar taat pajak terimkasih;-1
330;Sahraini Ray;08/03/2022 17:57;3;Kenapa ya diberanda tidak ada tampilan nominal untuk biaya perpanjangan STNK, biar tahu berapa nanti yang akan di bayar..;0
331;Celine Nathanael;07/03/2022 9:59;3;Aplikasi sangat baik,tp ada kurangnya,knapa saat kita ngambil pengesahannya disamsat masih tertunggak,kita sudah bayar dionline,artinya blm online kesemua Samsat,tolong diperbaiki sistemnya,harusnya klw sudah bayar online,otomatis diseluruh Samsat Indonesia harus sudah terbayar juga, mksih;-1
332;Drugstone Drugstone;07/03/2022 9:55;3;proses pengiriman lama seminggu 3 hari..semoga bisa lebih cepat..;-1
333;Utok gaminh;07/03/2022 9:35;3;Baru bintang 3 aja,,,, saya mau nanya ntar cara ambil STNK baru nya gimana ya mohon di jawab sebelumnya terimakasih;0
334;Mynoob;07/03/2022 8:57;3;Data sudah sesuai tapi saya menambahkan/daftar kendaraan baru selalu gagal;-1
335;Maulana j-pank;06/03/2022 12:51;3;mau tanya stnk saya B 4014 SFZ belum dikirim;0
336;romano;06/03/2022 2:19;3;Lebih di percepat pengirimannua coba seperti kaya pengirimannya pake jasa GOJEK GRAB jadi harga pengiriman sesuai sama kecepatan. Dan lindungi agar paket tidak bisa di terima sebelum di terima oleh customer di rmhnya;-1
337;CORAZON THENEWHEART;05/03/2022 11:41;3;Maaf ka sy mau kirim berkas mlh sistem sedang kurang baik;-1
338;Isna Furniture;04/03/2022 14:25;3;knp ya sy sdh melakukan pembayaran tp sampai berjam2 tdk terverifikasi;-1
339;rejeki tambunan;04/03/2022 9:08;3;Saya mencoba mendaftar pagi ini,namun 3 kali tidak berhasil,saat verifikasi foto wajah,dan kirim otp,kenapa ya Admin signal,apa kendalanya;-1
340;Achmad Jarkasi;04/03/2022 8:27;3;Kenapa bintang 3? Ini temporary. Karena sekarang saya sedang dalam problem sudah melakukan n pembayaran dan sukses, namun di Samsat Digital masih belum selesai dan sudah menunggu hampir setengah jam. Mohon dibantu keluhan saya ini, karena jika tidak secepatnya, pembayaran akan gagal oleh Samsat sendiri, sedangkan uang sudah di transfer dan si selesaikan.;-1
341;Pengguna;03/03/2022 1:57;3;nomor tracking di aplikasi berbeda dengan yang tertera di amplop. mohon diperbaiki agar bisa melacak posisi kirimannya.;-1
342;T Tribowo;02/03/2022 9:37;3;Berharap tidak antri waktu pengambilan stnk disamsat karena sdh bayar, masih antri juga :(;-1
343;Iwan soepriyono;01/03/2022 20:06;3;Kok saya bayar pajak di ATM BRI ada tampilan konversi nopol maksudnya bapa;0
344;Shippuchel Meisat;01/03/2022 19:15;3;Sudah seminggu masih belum juga proses pengiriman.. ?? Adakah kendala??? Masa dari 23 februari sampe sekarang belum juga..;-1
345;Ryan Melayu;28/02/2022 13:58;3;Hallo bapak/ibu yang sedang bertugas, mohon info... dalam verifikasi e ktp di aplikasi ini, apakah bisa menggunakan e ktp sendiri, berhubung saya beli sepeda motor second, dan belum balik nama... apakah bisa menggunakan e ktp saya sendiri atau pemilik sepeda motor pertama, mohon pencerahannya ・・・・;0
346;Nur Aprilisa Wulandari;28/02/2022 10:59;3;susah banget pas verifikasi gagal terus. katanya fotonya tidaks sesuai sama yg di KTP.. ya gimana mau sama ya, foto ktp kan 5 tahun lalu, saat masih burik... sekarang yaaa beda lah ・・･ｺ ada tips nya gak nih supaya bisa verifikasi;-1
347;Rusman7 Channel;28/02/2022 9:44;3;Kurang lengkap gk ada pengesahan nya;-1
348;yudi rsi;28/02/2022 9:11;3;Mau daftar susah banget..vetifikasi foto selalu gagal;-1
349;Martin Sitanggang;28/02/2022 8:26;3;"Mohon bantuan nya rekan, Setelah saya selesai melakukan pendaftaran pengesahan, hendak mau membayar, malah muncul kalimat "" Penyedia Jasa memblokir tagihan ini"" Alhasil tidak bisa melanjutkan proses nya, Mohon solusinya";-1
350;Ahmad Akmal;28/02/2022 6:54;3;Mudahﾂｲan secepatnya bisa berlaku juga disulawesi agar memudahkan para pengendara bayar pajak dan pengesahan;0
351;Agung Santoso;28/02/2022 0:00;3;"Mau daftar baru ko gk bisa terus yaa"" format email salah trus """;-1
352;Ibu Yanah;26/02/2022 9:33;3;Tolong dong kalau pengiriman STNK tuh cantumin resi posnya biar bisa di lacak trus di kasih layanan chat ini gamau ribet banget si samsat mau duitnya doang lu pelayanannya msih sangat terbatas perbaikin yang bener tuh aplikasi jangan mau uang pajaknya doang, giliran duit ijo lu ngsih pelayanannya kaya gini tolong ya signal di perbaharui lagi aplikasinya tks.;-1
353;Ruslie Pratama;26/02/2022 6:38;3;Baru mw coba;0
354;Siti Wulandari;25/02/2022 22:13;3;Malam pak, saya pengguna baru tidak bisa daftar karna saat verifikasi ktp dan foto untuk profil selalu gagal dan ada keterangan foto ktp tidak sesuai dengan profil. Mohon bantuannya pak kenapa tidak bisa verifikasi. Terima kasih;-1
355;amrullah rullah;23/02/2022 11:15;3;Sayang sekali jika kita beli kendraan second harus balik nama dlu menjadi nama kita, tidak bisa atas nama org lain;0
356;Y.P V;23/02/2022 10:19;3;Saya masukkan foto di ktp saya dengan foto live saya tertulis tidak cocok mohon bantuannya;-1
357;rachmat soesilo;22/02/2022 7:41;3;Daftar kendaraan gagal terus. Mohon bantuannya buat proses pendaftaran kendaraan balik nama. Terima kasih.;-1
358;Yella Maruta Samawi;21/02/2022 5:22;3;Pada saat menambahkan motor, apakah nama pemilik motor (nama di STNK) harus sama dengan nama di ktp yg didaftar di aplikasi signal. Karena motor ini saya beli second, belum balik nama(masih pemilik lama);0
359;Muhi Saputra;20/02/2022 1:23;3;Ini kenapa yah verifikasi ktp dan wajah susah bgt?;-1
360;yuliatik purwaningsih;19/02/2022 0:10;3;Permisi pak mau tanya untuk pengiriman pengesahan stnk itu di kirim di alamat stnk nya atau gimana? Trima kasih pak;0
361;Just Mpitt;16/02/2022 22:16;3;Saya kira dengan menggunakan aplikasi ini akan cepat selesai, ternyata prosesnya lama harus nunggu 9 hari padahal dikirim dari kota yang sama;-1
362;Chaerul umam;16/02/2022 11:12;3;Terlalu lama pengesahan dari papendanya 3hari proses trus... Punya saya udah 4 hari msh proses aja;-1
363;Abdul Ghofur el_ghondrongy90;16/02/2022 10:57;3;Pembayaran sudah enak, tetapi masih harus ambil lg ke SAMSAT.・・・・;-1
364;khairul Fatqur;16/02/2022 6:48;3;kenapa saat bayar di signal lebih mahal;-1
365;Kooseni Indrasuara;15/02/2022 10:08;3;Adanya sistem pembayaran online ini sangat membantu agar pembayaran pajak kendaraan dapat dilakukan tepat waktu tanpa buang waktu mengantri di kantor Samsat. Namun sayangnya kesiapan SDM di kantor Samsat nampaknya masih belum baik atau kurang paham tentang adanya aplikasi online ini. Ketika mau mengambil cetakan asli TBPKP masih ditanyakan bukti pembayarannya. Padahal apabila belum bayar, tidak mungkin bisa menunjukkan E-TBPKP.;-1
366;padlin munthe;14/02/2022 20:18;3;lama, hampir 1 bulan baru d kirim;-1
367;Maz Ipank;13/02/2022 11:14;3;Saia Tidak Dapat Balasan Verifikasi Email, Sehingga Saia Tidak Dapat Menggunakan Aplikasi.;-1
368;EGGY MAULANA;11/02/2022 10:54;3;Ko pas foto wajah tidak bisa ya, apakah bisa dibantu? ・・・・;-1
369;Beni Firmansyah;11/02/2022 2:27;3;Emang wajah di ktp sama asli beda ya? Susah amat verifikasi nya・・・・. Jlasﾂｲ ktp udah 5 tahunan・・・・. Smpe skarang msih blum bisa di verifikasi・・・・・・・ｻ・・・・・・・ｻ;-1
370;Muhammad Wai;10/02/2022 7:51;3;Ka ko bagian pemilihan pengiriman nya ko gak bisa yaak ? Tulisan pengiriman masih belum dapet melayani permintaan . kenapa begitu ya ??;-1
371;Apriliya Fw;09/02/2022 21:24;3;Sya sudah melakukan pembayaran..kenapa belum dilakukan pengiriman..padahal tgl jatuh tempo tgl 8/2/2022 bagaimana ini ?;-1
372;17250 fauzi;08/02/2022 17:41;3;pelayanannya msh seperti offline lambat;-1
373;Murjani Amuntai Channel;07/02/2022 12:38;3;Bagaimana mendapatkan kode pembayaran bank BRI wilayah kalsel;-1
374;Sutrisna Ahmad;06/02/2022 19:57;3;Coba dulu;0
375;suhanda Adul;05/02/2022 20:21;3;Maaf ngasih bintang 2 dulu soalnya kode OTP tidak masuk-masuk;-1
376;Rifaldy Al hadid;05/02/2022 20:03;3;Harus diperbaiki aplikasi nya nih, saya daftar trus pas verifikasi data masukin foto ktp dan wajah yang sekarang tidak sesuai, namanya juga orang dah glow up astaga;-1
377;Dy Fals_channel;05/02/2022 10:37;3;"Mohon penjelesan motor saya ko tidak bisa melanjut pembayaran saat di kolom ""SAMSAT"" tidak muncul nama pilihan samsat Saya mw hub cs via telpon tolong di cantumkan no nya";-1
378;Dadang Suhada;05/02/2022 8:35;3;Mau daptar gagal terus setelah photo KTP dan selfie lalu muncul notifikasi Validation.Required. Segera perbaiki bug tersebut. Terimakasih;-1
379;Risman Hidayat;05/02/2022 6:15;3;Saya sudah bayar pajak lewat aplikasi ini , tapi di pengesahan nya barcode tidak muncul , itu bagaimana? Apakah pembayaran saya sudah masuk/sah?;-1
380;hendrik timotius;04/02/2022 10:23;3;Saya sudah mau bayar, tapi dalam perbaikan. Akibatnya saya bayar manual k Samsat jadi bermasalah, harus di batalkan dulu dari aplikasi, dan itu harus dari persetujuan pusat. Pokonya jadi ribet. Ini aplikasi belum bisa dipakai untuk bayar STNK ・・・・;-1
381;Frederik murria Damanik;03/02/2022 14:29;3;Kota medan apa bisa;0
382;Wahyu Septiandi;03/02/2022 13:48;3;"B3 dulu karena setiap verifikasi ""Tidak sesuai KTP"" yakan makin taun wajah orang beda wkkwkw";-1
383;Alfandi Lukman;02/02/2022 22:22;3;cara perpanjang sim gimana ya??;0
384;Andri Wijayanto;02/02/2022 18:19;3;Kok saya gak nemu pembayaran lewat BCA ya;0
385;Rama Subachtiar;02/02/2022 13:31;3;Pilihan Opsi Pembayaran tolong diperbanyak, justru pengguna layanan digital banyak di luar pemilik rekening bank daerah.;-1
386;Hendriana Mulyana;01/02/2022 12:51;3;Kalo kendaraan nya bukan atas nama kita gk bisa daftar yah..??;0
387;Princess Hinata;01/02/2022 12:35;3;Kenapa susah registrasi ・・・・;0
388;Antonius Satrio;31/01/2022 17:07;3;Sistem sudah baik dan sangat membantu, namun sayang belum semua bank terafiliasi, contohnya bank BCA.;-1
389;Muhammad Irvan;31/01/2022 9:56;3;Sistem pengiriman belum dapat menyelesaikan permintaan ini, itu gmn solusinya min?;0
390;Endang Sukesi;30/01/2022 19:16;3;Maaf saya kasih bintang 3 dulu Karena aplikasinya belum valid, saya mau bayar pajak di sini setiap sampai di jenis pengiriman tidak bisa selalu ada tulisan (sistem pengiriman belum dapat melayani permintaan ini, silahkan coba beberapa saat lagi) Padahal tgl 3 Februari ini sudah terakhir masanya, mohon pencerahannya ・・・・・・・・;-1
391;Denty Wismaningtyas;29/01/2022 5:24;3;petunjuknya disertakan dgn lebih jelas, apakah harus punya yg asli hardcopi atau cukup bukti elektronik saja.;0
392;Alim 77;28/01/2022 11:18;3;Kenapa saya mau daftar tidak dikirim kode otpnya;0
393;Heri s;27/01/2022 10:12;3;Membantu pembayaran tanpa harus datang dan antri, namun untuk pembayaran Via aplikasi BRIMO (BRI MOBILE) melalui BRIVA tidak bisa dilakukan harus datang ke ATM BRI terlebih dahulu untuk melakukan transaksi pembayaran. Pengiriman berkas juga tidak bisa dilakukan jika dalam 1 wilayah, dan untuk mendapatkan berkas harus datang ke samsat;-1
394;adi suwito;26/01/2022 13:17;3;Kurang informatif. Langkah2 proses perpanjangan (bayar) pajak tidak ada. Tracking pengiriman juga bikin bingung. Tolong diperbaiki. Apalikasi ini harusnya sangat bermanfaat.;-1
395;Roro Ratih;26/01/2022 10:12;3;Kenapa saat daftar tidak bisa verifikasi ktp ya;0
396;abdoel ihiiiw;25/01/2022 9:50;3;adakah nomor CS yg dapat dihubungi? karena waktu mendaftar penulisan email salah huruf. sehingga aplikasi tidak bisa digunakan sebagaimana mestinya・・・・;0
397;Noval Fajar;25/01/2022 6:15;3;Saat klik sistem pengiriman di pendaftaran pengesahan stnk error mulu ..;-1
398;Lika Liku1;24/01/2022 7:54;3;"""Sistem pengirim belum dapat melakukan pengiriman, "" Tolong masukan nya ・・・・";0
399;Nurachmah Widiati;24/01/2022 6:20;3;transaksi rabu, stnk sampe rumah minggu. terimakasih;1
400;Yoga Ranadiputra;22/01/2022 9:42;3;Kenapa saat akan pembayaran kok tidak bisa ya? Sudah dari kemarin saya coba tidak bisa juga;0
401;Kemal Reza;21/01/2022 19:24;3;Bintang 3 dulu, udah daftar udah bayar hari kamis sampai saat ini masih diproses;-1
402;Setiawan Zeo;21/01/2022 7:21;3;Bayar lewat BCA kenapa belum ada??;0
403;ariel's 02;20/01/2022 19:31;3;Susah banget mau bayar nya sdh puluhan kali di coba gagal terus,giliran sdh bisa di bagian pilihan pengiriman gk bisa proses trs,mohon utk di tingkatkan lgi apk ini.;-1
404;reza ayu stevani;20/01/2022 12:51;3;Gmn sih setiap verivikasi wajah.. tidak sesuai terus kesel deh.. udh berkaliﾂｲ ttp aja gk bisa;-1
405;MUHAMAD YUSUF;19/01/2022 19:39;3;ok;1
406;Gilang Andriansyah;18/01/2022 17:06;3;Saat pendaftaran kode verifikasi tidak kunjung muncul;-1
407;Eris Martini;18/01/2022 16:31;3;Samsat di Tangerang msih blm mendukung utk kirim Hardcopy nya. Jd tetap harus datang ke Samsat utk ambil STNK dan itu lbh jauh dr Samsat yg biasanya saya datangi. Tolong di upgrade untuk support pengiriman dokumen (STNK) supaya aplikasi ini bsa lbh sempurna.;-1
408;Mohammad Syarif;17/01/2022 7:54;3;Data bener tapi salah mulu;-1
409;Asus Sunegede;16/01/2022 21:02;3;"Belum bisa masuk, sudah punya akun nya, tapi saat ganti handphone, dengan koneksi wifi yang sama, respon saat masuk ""ada masalah pada koneksi anda, coba beberapa saat lagi"" speed wifi 15mbps pada tes speed, aplikasi lain berjalan norma, mohon diperbaiki.";-1
410;awal official;15/01/2022 19:39;3;mana ini fisik STNK saya yg telah diperpanjang ga dikirim2 dari oktober;-1
411;Nareswara Putra;15/01/2022 9:59;3;Sampe puluhan x foto ulang KTP dan selfie tapi ga bs sama. Gimana ya kan.. KTP 2016 untuk seumur hidup,, kusudah berubah boss・・・・ ada yang punya solusi?;-1
412;Ryankha;14/01/2022 22:22;3;Buat akunnya susah;-1
413;Sobi Rakithan;14/01/2022 12:13;3;Pelajari dulu;0
414;Ade Wijaya Asmady. SE;14/01/2022 10:36;3;Sistem Digital Ini Sudah Bagus Saran saya setelah selesai pembayaran. disahkan dan surat langsung dikirim. jadi prosesnya tidak lama. ・・・・・・・・・・・・;0
415;Zulkarnaini Pasee;13/01/2022 20:13;3;Besok kalau mau sesuai foto KTP ma Org nya sekarang, jgn bikin KTP se umur hidup.... Dan knp tdk bisa untuk perubahan foto di KTP....;-1
416;Hadaya labib zahy kamil;13/01/2022 11:32;3;Minta info Aplikasi ini sama sakpole beda atau sama;0
417;Happy Ollie;12/01/2022 18:02;3;Bagus memudahkan, tapi sayang cara bayar kebanyakan harus pakai mbanking & pilihan bank nya juga sedikit. Ga semua orang punya mbanking, mudahan kedepannya bisa bayar melalui atm juga;0
418;Muchrip Tirtana;12/01/2022 14:17;3;Kenapa tidak terintegrasi dengan aplikasi digital korlantas dan cek ranmor???? Mending buat satu aplikasi dan terintegrasi semua dari pada dipisah2 bgini. Trus Aplikasi Samsat Online bagaimana??;-1
419;yus jati maldani;11/01/2022 20:13;3;tidak bisa di kirim ke alamat saya dan tidak bisa bayar dengan selain bank bumn;-1
420;APIP PUDIN;11/01/2022 14:52;3;Mohon maaf pak .. Ko pas saya memilih metode pengiriman gagal terus ya ? Emang ini hanya untuk gerai samsat tertentu atau bagaimana? Mohon pencerahannya.;0
421;Darsono Sono;11/01/2022 12:15;3;Kenapa byr lewat signal selisih 10rb sm yg byr langsung?;-1
422;Dewi Mulhak;10/01/2022 9:13;3;Ga bisa lacak pengiriman fisik STNK nya.. gimana yaaa;-1
423;Wijaya Kumari;10/01/2022 8:49;3;Liveness detection gagal terus, kayaknya masih banyak yang perlu di update, harapan dengan ini bisa lebih praktis ternyata masih belum memenuhi ekspektasi;-1
424;Yudi Ds;09/01/2022 10:23;3;Verifikasi gagal terus padahal foto ktp dan asli sama, dibilangnya tidak sama. Tolong pengembangan softwarenya di update lg biar verifikasinya mudah;-1
425;i putu oka mahendra;08/01/2022 10:25;3;Untuk bayar pajak 5 tahun apakah bisa disini? Terimakasih;0
426;Elique Hidayat;07/01/2022 15:06;3;Saya sudah berhasil daftarkan plat motor, sudah berhasil juga pembayaran melalui Bank Mandiri, walau kecewa mereka belum bekerja sama dgn Bank besar Sekelas BCA. Masukan dari saya untuk vermuk di usahakan di permudah, pengambilan wajah masih agak susah. Agar kalian ketahui pengambilan STNK yang sudah dibayar hanya melalui Samsat pusat (komdak) harusnya dipermudah bisa di ambil di Samsat terdekat dimana saja. Percuma katanya mau diberi kemudahan tp masih di kasih ribet ngambilnya.;-1
427;Rasuke Channel;07/01/2022 13:53;3;Kendaraan saya tidak bisa di daftarkan, belum mencakup nasional ya Plat Kalimantan Timur;-1
428;novianti puspitasari;06/01/2022 23:51;3;sudah bagus, tapi tambahin pilihan pembayaran selain HIMBARA juga dong, BCA ga ada, OVO g ada, klo gak ada rekening himbara gimana bayarnya, sulit dong? mending pakai pihak ke 3 aja lah daripada ribet bayarnya;-1
429;ahmad zainuri;06/01/2022 19:36;3;aplikasi bagus, tapi tolong lah cara pembayarannya benar2 dipermudah. saya melakukan pembayaran untuk kendaraan area jateng. sekilas pilihan metode pembayarannya sih bervariasi, tapi nyatanya hanya bisa lewat bank jateng, lewat yang lain error terus.;-1
430;wahyu purwoko;05/01/2022 16:27;3;Mantab cepat walau sudah di coba selama dua hari;1
431;Pipih Umasih;05/01/2022 10:40;3;Pengiriman fisik stnk lama sekali;-1
432;Indri Lestari;05/01/2022 3:17;3;gak bisa bayar via BCA payah;-1
433;wardah hafiz;04/01/2022 21:03;3;coba dulu...;0
434;Ivan Rosdinata;04/01/2022 17:12;3;Mohon ijin, untuk verifikasi foto kenapa berulang ulang tidak sesuai?;-1
435;syifa ben;04/01/2022 16:00;3;Tidak bisa mendaftarkan kendaraan;-1
436;Maya Kusuma;04/01/2022 11:06;3;Kenapa saya tidak bisa memilih kirim dokumen min, mohon dapat segera diperbaiki.;-1
437;kastelia medina Medina;04/01/2022 10:36;3;Kode Samsat tidak keluar saat pengesahan STNK, apakah aplikasi nya sedang perbaikan;-1
438;Herriawan Herriawan;04/01/2022 7:41;3;Aplikasinya bagus, sayangnya belum bisa jalan di Ternate. Padahal data kendaraan dan besaran pajak sudah dapat dilihat, tidak bisa lajut bayar. Tolong sosialisasi lagi, biar tidak usah nunggu lama di Samsat.;0
439;yuyu yi;03/01/2022 11:23;3;Kode bayar yang mana ya?;0
440;Slamet Irawan;03/01/2022 3:16;3;Kasih bintang tiga dulu;0
441;Rian Kafrawi;02/01/2022 12:15;3;Kendaraan atas nama orang tidak bisa digunakan ya?;0
442;Atien Assyifa;30/12/2021 21:45;3;Untuk bayar pajak print STNK nya bagaimana;0
443;Irwansyah irwansyah;30/12/2021 10:57;3;pengiriman dokumrn via pos tidak dapat ditelusuri;-1
444;Hisen Mega Sarwanto;29/12/2021 20:11;3;Pak, wajahku di sebut gak sesuai dengan KTP karena ada kumis dan lebih tua, bagaimana ya????;0
445;khoirul bais;28/12/2021 20:04;3;cara ambil stnk nya gimana ??;0
446;imam wibowo;28/12/2021 14:16;3;Alhamdulillah jika sudah selesai tapi sampai sekarang kok belum datang yah, kalau dah datang aku rubah jadi 5;0
447;Agus Riswanto;28/12/2021 13:35;3;Kecewa karena tidak bisa bayar dengan metode transfer antar bank untuk perpanjang STNK, saya coba pakai bank DKI milik orang tua untuk pembayaran ternyata tidak bisa juga karena beda NIK padahal keterangan dari situs bank DKI bisa asalkan masih satu kartu keluarga;-1
448;Sugenk Riyady;28/12/2021 13:16;3;Bintang 3 dulu saja. Karna cara pembayaran nya masih terbatas hanya di bank bank BMUN saja. Mhon di tingkatkan agar bisa melakukan pembayaran melalui bank swasta, e-commerce dan toko retail.;-1
449;SMP PATRA DHARMA 2 BALIKPAPAN;28/12/2021 0:57;3;Kenapa mau daftar aja susah banget yang gak sesuai lah;-1
450;Wafda Channel;26/12/2021 16:52;3;Saya bayar pajak dan sudah terverifikasi dari tanggal 6 desember sampe sekarang stnk nya belum saya terima ・・・ｭ・・・ｭ;0
451;Sofyan Kholil;26/12/2021 6:58;3;jasa pengiriman terlalu lama, sampai 3 bulan baru ada kabar dari pihak pos;-1
